Tree,Level,Feature,Threshold,Value Distribution in Left Node,Value Distribution in Right Node,Gini Impurity in Left Node,Gini Impurity in Right Node,Current Impurity,Information Gain,Left Subtree,Right Subtree
2,3,NumStorePurchases,11.5,"{'Class 0': 26, 'Class 1': 164}","{'Class 0': 18, 'Class 1': 6}",0.236,0.375,0.327,0.075,NumCatalogPurchases,NumCatalogPurchases
2,3,NumWebVisitsMonth,2.5,"{'Class 0': 57, 'Class 1': 7}","{'Class 0': 25, 'Class 1': 39}",0.195,0.476,0.46,0.124,NumCatalogPurchases,NumCatalogPurchases
2,3,MntFruits,130.5,"{'Class 0': 40, 'Class 1': 315}","{'Class 0': 16, 'Class 1': 25}",0.2,0.476,0.243,0.014,Year_Birth,MntGoldProds
2,4,MntSweetProducts,15.0,"{'Class 0': 111, 'Class 1': 0}","{'Class 0': 5, 'Class 1': 7}",0.0,0.486,0.107,0.059,0,Income
2,4,MntSweetProducts,1.5,"{'Class 0': 23, 'Class 1': 6}","{'Class 0': 19, 'Class 1': 53}",0.328,0.389,0.486,0.115,Income,MntGoldProds
2,4,MntGoldProds,5.0,"{'Class 0': 7, 'Class 1': 0}","{'Class 0': 29, 'Class 1': 206}",0.0,0.216,0.253,0.043,0,NumWebVisitsMonth
2,4,Recency,12.5,"{'Class 0': 91, 'Class 1': 220}","{'Class 0': 157, 'Class 1': 90}",0.414,0.463,0.494,0.058,NumStorePurchases,NumCatalogPurchases
2,4,NumStorePurchases,2.5,"{'Class 0': 73, 'Class 1': 14}","{'Class 0': 258, 'Class 1': 0}",0.27,0.0,0.078,0.01,Recency,0
2,4,Recency,75.5,"{'Class 0': 99, 'Class 1': 82}","{'Class 0': 85, 'Class 1': 4}",0.496,0.086,0.434,0.073,Year_Birth,MntGoldProds
2,4,Recency,82.5,"{'Class 0': 169, 'Class 1': 78}","{'Class 0': 99, 'Class 1': 3}",0.432,0.057,0.356,0.034,MntGoldProds,MntSweetProducts
2,4,NumStorePurchases,10.5,"{'Class 0': 114, 'Class 1': 167}","{'Class 0': 26, 'Class 1': 5}",0.482,0.271,0.495,0.034,NumCatalogPurchases,Recency
2,4,NumCatalogPurchases,2.5,"{'Class 0': 6, 'Class 1': 0}","{'Class 0': 20, 'Class 1': 164}",0.0,0.194,0.236,0.048,0,Recency
2,4,NumCatalogPurchases,9.5,"{'Class 0': 18, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 6}",0.0,0.0,0.375,0.375,0,1
2,4,NumCatalogPurchases,2.5,"{'Class 0': 0, 'Class 1': 4}","{'Class 0': 57, 'Class 1': 3}",0.0,0.095,0.195,0.106,1,MntGoldProds
2,4,NumCatalogPurchases,9.5,"{'Class 0': 25, 'Class 1': 19}","{'Class 0': 0, 'Class 1': 20}",0.491,0.0,0.476,0.138,NumStorePurchases,1
2,4,Year_Birth,1973.5,"{'Class 0': 35, 'Class 1': 159}","{'Class 0': 5, 'Class 1': 156}",0.296,0.06,0.2,0.011,MntGoldProds,Recency
2,4,MntGoldProds,35.5,"{'Class 0': 0, 'Class 1': 22}","{'Class 0': 16, 'Class 1': 3}",0.0,0.266,0.476,0.353,1,Recency
2,5,Income,33075.5,"{'Class 0': 5, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 7}",0.0,0.0,0.486,0.486,0,1
2,5,Income,27977.0,"{'Class 0': 7, 'Class 1': 6}","{'Class 0': 16, 'Class 1': 0}",0.497,0.0,0.328,0.105,MntSweetProducts,0
2,5,MntGoldProds,18.0,"{'Class 0': 13, 'Class 1': 53}","{'Class 0': 6, 'Class 1': 0}",0.316,0.0,0.389,0.099,Year_Birth,0
2,5,NumWebVisitsMonth,4.5,"{'Class 0': 6, 'Class 1': 0}","{'Class 0': 23, 'Class 1': 206}",0.0,0.181,0.216,0.04,0,Year_Birth
2,5,NumStorePurchases,9.5,"{'Class 0': 65, 'Class 1': 209}","{'Class 0': 26, 'Class 1': 11}",0.362,0.418,0.414,0.045,Income,Year_Birth
2,5,NumCatalogPurchases,3.5,"{'Class 0': 110, 'Class 1': 27}","{'Class 0': 47, 'Class 1': 63}",0.316,0.489,0.463,0.07,Income,NumWebVisitsMonth
2,5,Recency,48.5,"{'Class 0': 12, 'Class 1': 11}","{'Class 0': 61, 'Class 1': 3}",0.499,0.089,0.27,0.073,NumWebVisitsMonth,Year_Birth
2,5,Year_Birth,1978.5,"{'Class 0': 82, 'Class 1': 40}","{'Class 0': 17, 'Class 1': 42}",0.441,0.41,0.496,0.065,MntSweetProducts,Year_Birth
2,5,MntGoldProds,70.0,"{'Class 0': 82, 'Class 1': 2}","{'Class 0': 3, 'Class 1': 2}",0.046,0.48,0.086,0.016,MntGoldProds,Recency
2,5,MntGoldProds,2.5,"{'Class 0': 3, 'Class 1': 14}","{'Class 0': 166, 'Class 1': 64}",0.291,0.402,0.432,0.038,Income,MntFruits
2,5,MntSweetProducts,145.5,"{'Class 0': 92, 'Class 1': 0}","{'Class 0': 7, 'Class 1': 3}",0.0,0.42,0.057,0.016,0,Recency
2,5,NumCatalogPurchases,3.5,"{'Class 0': 82, 'Class 1': 79}","{'Class 0': 32, 'Class 1': 88}",0.5,0.391,0.482,0.029,MntGoldProds,Income
2,5,Recency,74.0,"{'Class 0': 25, 'Class 1': 0}","{'Class 0': 1, 'Class 1': 5}",0.0,0.278,0.271,0.217,0,Recency
2,5,Recency,1.5,"{'Class 0': 4, 'Class 1': 0}","{'Class 0': 16, 'Class 1': 164}",0.0,0.162,0.194,0.036,0,MntGoldProds
2,5,MntGoldProds,243.0,"{'Class 0': 57, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 3}",0.0,0.0,0.095,0.095,0,1
2,5,NumStorePurchases,6.5,"{'Class 0': 10, 'Class 1': 19}","{'Class 0': 15, 'Class 1': 0}",0.452,0.0,0.491,0.193,MntGoldProds,0
2,5,MntGoldProds,10.0,"{'Class 0': 4, 'Class 1': 0}","{'Class 0': 31, 'Class 1': 159}",0.0,0.273,0.296,0.029,0,NumWebVisitsMonth
2,5,Recency,21.5,"{'Class 0': 0, 'Class 1': 49}","{'Class 0': 5, 'Class 1': 107}",0.0,0.085,0.06,0.001,1,NumStorePurchases
2,5,Recency,6.0,"{'Class 0': 0, 'Class 1': 2}","{'Class 0': 16, 'Class 1': 1}",0.0,0.111,0.266,0.167,1,MntSweetProducts
2,6,MntSweetProducts,0.5,"{'Class 0': 6, 'Class 1': 0}","{'Class 0': 1, 'Class 1': 6}",0.0,0.245,0.497,0.365,0,Recency
2,6,Year_Birth,1975.0,"{'Class 0': 3, 'Class 1': 45}","{'Class 0': 10, 'Class 1': 8}",0.117,0.494,0.316,0.096,MntGoldProds,MntSweetProducts
2,6,Year_Birth,1958.0,"{'Class 0': 2, 'Class 1': 0}","{'Class 0': 21, 'Class 1': 206}",0.0,0.168,0.181,0.015,0,MntGoldProds
2,6,Income,74405.0,"{'Class 0': 57, 'Class 1': 209}","{'Class 0': 8, 'Class 1': 0}",0.337,0.0,0.362,0.035,NumCatalogPurchases,0
2,6,Year_Birth,1952.0,"{'Class 0': 5, 'Class 1': 11}","{'Class 0': 21, 'Class 1': 0}",0.43,0.0,0.418,0.232,MntGoldProds,0
2,6,Income,42278.5,"{'Class 0': 11, 'Class 1': 17}","{'Class 0': 99, 'Class 1': 10}",0.477,0.167,0.316,0.086,Income,Year_Birth
2,6,NumWebVisitsMonth,4.5,"{'Class 0': 24, 'Class 1': 6}","{'Class 0': 23, 'Class 1': 57}",0.32,0.41,0.489,0.104,MntSweetProducts,MntGoldProds
2,6,NumWebVisitsMonth,7.5,"{'Class 0': 10, 'Class 1': 0}","{'Class 0': 2, 'Class 1': 11}",0.0,0.26,0.499,0.352,0,Income
2,6,Year_Birth,1983.5,"{'Class 0': 50, 'Class 1': 0}","{'Class 0': 11, 'Class 1': 3}",0.0,0.337,0.089,0.015,0,Recency
2,6,MntSweetProducts,14.0,"{'Class 0': 77, 'Class 1': 24}","{'Class 0': 5, 'Class 1': 16}",0.362,0.363,0.441,0.079,Income,Recency
2,6,Year_Birth,1984.5,"{'Class 0': 8, 'Class 1': 42}","{'Class 0': 9, 'Class 1': 0}",0.269,0.0,0.41,0.182,NumWebVisitsMonth,0
2,6,MntGoldProds,30.5,"{'Class 0': 66, 'Class 1': 0}","{'Class 0': 16, 'Class 1': 2}",0.0,0.198,0.046,0.004,0,NumCatalogPurchases
2,6,Recency,85.5,"{'Class 0': 0, 'Class 1': 2}","{'Class 0': 3, 'Class 1': 0}",0.0,0.0,0.48,0.48,1,0
2,6,Income,68835.0,"{'Class 0': 3, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 14}",0.0,0.0,0.291,0.291,0,1
2,6,MntFruits,79.5,"{'Class 0': 141, 'Class 1': 39}","{'Class 0': 25, 'Class 1': 25}",0.339,0.5,0.402,0.028,Income,NumStorePurchases
2,6,Recency,94.0,"{'Class 0': 7, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 3}",0.0,0.0,0.42,0.42,0,1
2,6,MntGoldProds,37.0,"{'Class 0': 35, 'Class 1': 68}","{'Class 0': 47, 'Class 1': 11}",0.449,0.307,0.5,0.102,Income,MntSweetProducts
2,6,Income,48868.5,"{'Class 0': 9, 'Class 1': 0}","{'Class 0': 23, 'Class 1': 88}",0.0,0.329,0.391,0.087,0,MntGoldProds
2,6,Recency,83.0,"{'Class 0': 0, 'Class 1': 5}","{'Class 0': 1, 'Class 1': 0}",0.0,0.0,0.278,0.278,1,0
2,6,MntGoldProds,42.5,"{'Class 0': 13, 'Class 1': 37}","{'Class 0': 3, 'Class 1': 127}",0.385,0.045,0.162,0.022,MntSweetProducts,Income
2,6,MntGoldProds,40.0,"{'Class 0': 6, 'Class 1': 0}","{'Class 0': 4, 'Class 1': 19}",0.0,0.287,0.452,0.224,0,Recency
2,6,NumWebVisitsMonth,6.5,"{'Class 0': 27, 'Class 1': 159}","{'Class 0': 4, 'Class 1': 0}",0.248,0.0,0.273,0.03,Recency,0
2,6,NumStorePurchases,5.5,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 4, 'Class 1': 107}",0.0,0.069,0.085,0.017,0,Recency
2,6,MntSweetProducts,88.0,"{'Class 0': 1, 'Class 1': 1}","{'Class 0': 15, 'Class 1': 0}",0.5,0.0,0.111,0.052,Recency,0
2,7,Recency,14.5,"{'Class 0': 0, 'Class 1': 6}","{'Class 0': 1, 'Class 1': 0}",0.0,0.0,0.245,0.245,1,0
2,7,MntGoldProds,1.5,"{'Class 0': 2, 'Class 1': 0}","{'Class 0': 1, 'Class 1': 45}",0.0,0.043,0.117,0.076,0,MntFruits
2,7,MntSweetProducts,4.5,"{'Class 0': 2, 'Class 1': 8}","{'Class 0': 8, 'Class 1': 0}",0.32,0.0,0.494,0.316,Recency,0
2,7,MntGoldProds,25.5,"{'Class 0': 19, 'Class 1': 94}","{'Class 0': 2, 'Class 1': 112}",0.28,0.034,0.168,0.011,Income,Income
2,7,NumCatalogPurchases,4.5,"{'Class 0': 49, 'Class 1': 124}","{'Class 0': 8, 'Class 1': 85}",0.406,0.157,0.337,0.018,NumWebVisitsMonth,MntGoldProds
2,7,MntGoldProds,30.0,"{'Class 0': 3, 'Class 1': 0}","{'Class 0': 2, 'Class 1': 11}",0.0,0.26,0.43,0.219,0,Recency
2,7,Income,41941.5,"{'Class 0': 11, 'Class 1': 4}","{'Class 0': 0, 'Class 1': 13}",0.391,0.0,0.477,0.267,NumWebVisitsMonth,1
2,7,Year_Birth,1988.0,"{'Class 0': 99, 'Class 1': 7}","{'Class 0': 0, 'Class 1': 3}",0.123,0.0,0.167,0.047,Recency,1
2,7,MntSweetProducts,104.5,"{'Class 0': 21, 'Class 1': 0}","{'Class 0': 3, 'Class 1': 6}",0.0,0.444,0.32,0.187,0,Year_Birth
2,7,MntGoldProds,26.0,"{'Class 0': 0, 'Class 1': 18}","{'Class 0': 23, 'Class 1': 39}",0.0,0.467,0.41,0.048,1,MntGoldProds
2,7,Income,25923.5,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 1, 'Class 1': 11}",0.0,0.153,0.26,0.119,0,Recency
2,7,Recency,57.0,"{'Class 0': 0, 'Class 1': 3}","{'Class 0': 11, 'Class 1': 0}",0.0,0.0,0.337,0.337,1,0
2,7,Income,51147.0,"{'Class 0': 64, 'Class 1': 9}","{'Class 0': 13, 'Class 1': 15}",0.216,0.497,0.362,0.068,NumCatalogPurchases,Income
2,7,Recency,66.5,"{'Class 0': 2, 'Class 1': 16}","{'Class 0': 3, 'Class 1': 0}",0.198,0.0,0.363,0.193,Recency,0
2,7,NumWebVisitsMonth,5.0,"{'Class 0': 3, 'Class 1': 0}","{'Class 0': 5, 'Class 1': 42}",0.0,0.19,0.269,0.09,0,MntSweetProducts
2,7,NumCatalogPurchases,0.5,"{'Class 0': 0, 'Class 1': 2}","{'Class 0': 16, 'Class 1': 0}",0.0,0.0,0.198,0.198,1,0
2,7,Income,63578.5,"{'Class 0': 75, 'Class 1': 3}","{'Class 0': 66, 'Class 1': 36}",0.074,0.457,0.339,0.048,NumCatalogPurchases,MntFruits
2,7,NumStorePurchases,6.5,"{'Class 0': 12, 'Class 1': 0}","{'Class 0': 13, 'Class 1': 25}",0.0,0.45,0.5,0.158,0,NumWebVisitsMonth
2,7,Income,57588.5,"{'Class 0': 21, 'Class 1': 64}","{'Class 0': 14, 'Class 1': 4}",0.372,0.346,0.449,0.082,NumCatalogPurchases,MntFruits
2,7,MntSweetProducts,3.0,"{'Class 0': 14, 'Class 1': 9}","{'Class 0': 33, 'Class 1': 2}",0.476,0.108,0.307,0.053,Recency,MntGoldProds
2,7,MntGoldProds,193.5,"{'Class 0': 15, 'Class 1': 88}","{'Class 0': 8, 'Class 1': 0}",0.249,0.0,0.329,0.098,MntSweetProducts,0
2,7,MntSweetProducts,109.0,"{'Class 0': 7, 'Class 1': 37}","{'Class 0': 6, 'Class 1': 0}",0.268,0.0,0.385,0.149,NumStorePurchases,0
2,7,Income,75775.5,"{'Class 0': 2, 'Class 1': 6}","{'Class 0': 1, 'Class 1': 121}",0.375,0.016,0.045,0.007,Recency,NumCatalogPurchases
2,7,Recency,70.0,"{'Class 0': 4, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 19}",0.0,0.0,0.287,0.287,0,1
2,7,Recency,97.0,"{'Class 0': 25, 'Class 1': 159}","{'Class 0': 2, 'Class 1': 0}",0.235,0.0,0.248,0.016,MntFruits,0
2,7,Recency,30.0,"{'Class 0': 3, 'Class 1': 19}","{'Class 0': 1, 'Class 1': 88}",0.236,0.022,0.069,0.005,NumCatalogPurchases,Year_Birth
2,7,Recency,24.0,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 1}",0.0,0.0,0.5,0.5,0,1
2,8,MntFruits,0.5,"{'Class 0': 1, 'Class 1': 10}","{'Class 0': 0, 'Class 1': 35}",0.165,0.0,0.043,0.004,1,1
2,8,Recency,22.0,"{'Class 0': 1, 'Class 1': 8}","{'Class 0': 1, 'Class 1': 0}",0.198,0.0,0.32,0.142,Income,0
2,8,Income,13449.0,"{'Class 0': 5, 'Class 1': 0}","{'Class 0': 14, 'Class 1': 94}",0.0,0.226,0.28,0.064,0,MntFruits
2,8,Income,37181.0,"{'Class 0': 1, 'Class 1': 103}","{'Class 0': 1, 'Class 1': 9}",0.019,0.18,0.034,0.001,NumWebVisitsMonth,Income
2,8,NumWebVisitsMonth,3.5,"{'Class 0': 11, 'Class 1': 0}","{'Class 0': 38, 'Class 1': 124}",0.0,0.359,0.406,0.07,0,Year_Birth
2,8,MntGoldProds,26.0,"{'Class 0': 2, 'Class 1': 0}","{'Class 0': 6, 'Class 1': 85}",0.0,0.123,0.157,0.037,0,MntSweetProducts
2,8,Recency,4.5,"{'Class 0': 2, 'Class 1': 7}","{'Class 0': 0, 'Class 1': 4}",0.346,0.0,0.26,0.021,1,1
2,8,NumWebVisitsMonth,8.5,"{'Class 0': 11, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 4}",0.0,0.0,0.391,0.391,0,1
2,8,Recency,13.5,"{'Class 0': 12, 'Class 1': 5}","{'Class 0': 87, 'Class 1': 2}",0.415,0.044,0.123,0.02,NumWebVisitsMonth,NumWebVisitsMonth
2,8,Year_Birth,1960.5,"{'Class 0': 3, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 6}",0.0,0.0,0.444,0.444,0,1
2,8,MntGoldProds,36.0,"{'Class 0': 5, 'Class 1': 0}","{'Class 0': 18, 'Class 1': 39}",0.0,0.432,0.467,0.07,0,NumWebVisitsMonth
2,8,Recency,44.0,"{'Class 0': 0, 'Class 1': 5}","{'Class 0': 1, 'Class 1': 6}",0.0,0.245,0.153,0.01,1,1
2,8,NumCatalogPurchases,0.5,"{'Class 0': 22, 'Class 1': 9}","{'Class 0': 42, 'Class 1': 0}",0.412,0.0,0.216,0.041,Year_Birth,0
2,8,Income,56034.0,"{'Class 0': 1, 'Class 1': 15}","{'Class 0': 12, 'Class 1': 0}",0.117,0.0,0.497,0.43,Recency,0
2,8,Recency,48.5,"{'Class 0': 2, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 16}",0.0,0.0,0.198,0.198,0,1
2,8,MntSweetProducts,1.5,"{'Class 0': 2, 'Class 1': 0}","{'Class 0': 3, 'Class 1': 42}",0.0,0.124,0.19,0.071,0,MntSweetProducts
2,8,NumCatalogPurchases,7.0,"{'Class 0': 70, 'Class 1': 0}","{'Class 0': 5, 'Class 1': 3}",0.0,0.469,0.074,0.026,0,Recency
2,8,MntFruits,50.5,"{'Class 0': 39, 'Class 1': 36}","{'Class 0': 27, 'Class 1': 0}",0.499,0.0,0.457,0.09,NumStorePurchases,0
2,8,NumWebVisitsMonth,3.5,"{'Class 0': 12, 'Class 1': 8}","{'Class 0': 1, 'Class 1': 17}",0.48,0.105,0.45,0.148,Year_Birth,MntFruits
2,8,NumCatalogPurchases,2.5,"{'Class 0': 13, 'Class 1': 64}","{'Class 0': 8, 'Class 1': 0}",0.281,0.0,0.372,0.117,Recency,0
2,8,MntFruits,19.0,"{'Class 0': 13, 'Class 1': 0}","{'Class 0': 1, 'Class 1': 4}",0.0,0.32,0.346,0.257,0,1
2,8,Recency,69.5,"{'Class 0': 14, 'Class 1': 3}","{'Class 0': 0, 'Class 1': 6}",0.291,0.0,0.476,0.261,Income,1
2,8,MntGoldProds,41.5,"{'Class 0': 3, 'Class 1': 2}","{'Class 0': 30, 'Class 1': 0}",0.48,0.0,0.108,0.039,Recency,0
2,8,MntSweetProducts,24.5,"{'Class 0': 14, 'Class 1': 39}","{'Class 0': 1, 'Class 1': 49}",0.389,0.039,0.249,0.03,Income,Recency
2,8,NumStorePurchases,10.5,"{'Class 0': 3, 'Class 1': 37}","{'Class 0': 4, 'Class 1': 0}",0.139,0.0,0.268,0.142,MntGoldProds,0
2,8,Recency,21.5,"{'Class 0': 0, 'Class 1': 6}","{'Class 0': 2, 'Class 1': 0}",0.0,0.0,0.375,0.375,1,0
2,8,NumCatalogPurchases,4.5,"{'Class 0': 1, 'Class 1': 15}","{'Class 0': 0, 'Class 1': 106}",0.117,0.0,0.016,0.001,Income,1
2,8,MntFruits,27.5,"{'Class 0': 2, 'Class 1': 78}","{'Class 0': 23, 'Class 1': 81}",0.049,0.344,0.235,0.019,Recency,MntFruits
2,8,NumCatalogPurchases,6.0,"{'Class 0': 1, 'Class 1': 19}","{'Class 0': 2, 'Class 1': 0}",0.095,0.0,0.236,0.15,MntGoldProds,0
2,8,Year_Birth,1991.5,"{'Class 0': 0, 'Class 1': 86}","{'Class 0': 1, 'Class 1': 2}",0.0,0.444,0.022,0.007,1,Recency
2,9,Income,10050.5,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 8}",0.0,0.0,0.198,0.198,0,1
2,9,MntFruits,37.5,"{'Class 0': 12, 'Class 1': 94}","{'Class 0': 2, 'Class 1': 0}",0.201,0.0,0.226,0.029,1,0
2,9,NumWebVisitsMonth,5.5,"{'Class 0': 1, 'Class 1': 8}","{'Class 0': 0, 'Class 1': 95}",0.198,0.0,0.019,0.002,1,1
2,9,Income,37533.0,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 9}",0.0,0.0,0.18,0.18,0,1
2,9,Year_Birth,1957.5,"{'Class 0': 5, 'Class 1': 68}","{'Class 0': 33, 'Class 1': 56}",0.128,0.467,0.359,0.045,1,1
2,9,MntSweetProducts,23.0,"{'Class 0': 6, 'Class 1': 15}","{'Class 0': 0, 'Class 1': 70}",0.408,0.0,0.123,0.029,1,1
2,9,NumWebVisitsMonth,5.5,"{'Class 0': 12, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 5}",0.0,0.0,0.415,0.415,0,1
2,9,NumWebVisitsMonth,8.5,"{'Class 0': 87, 'Class 1': 1}","{'Class 0': 0, 'Class 1': 1}",0.022,0.0,0.044,0.022,0,1
2,9,NumWebVisitsMonth,5.5,"{'Class 0': 5, 'Class 1': 2}","{'Class 0': 13, 'Class 1': 37}",0.408,0.385,0.432,0.044,0,1
2,9,Year_Birth,1970.5,"{'Class 0': 5, 'Class 1': 8}","{'Class 0': 17, 'Class 1': 1}",0.473,0.105,0.412,0.153,1,0
2,9,Recency,58.5,"{'Class 0': 0, 'Class 1': 15}","{'Class 0': 1, 'Class 1': 0}",0.0,0.0,0.117,0.117,1,0
2,9,MntSweetProducts,17.5,"{'Class 0': 0, 'Class 1': 39}","{'Class 0': 3, 'Class 1': 3}",0.0,0.5,0.124,0.057,1,0
2,9,Recency,46.5,"{'Class 0': 0, 'Class 1': 3}","{'Class 0': 5, 'Class 1': 0}",0.0,0.0,0.469,0.469,1,0
2,9,NumStorePurchases,6.5,"{'Class 0': 9, 'Class 1': 26}","{'Class 0': 30, 'Class 1': 10}",0.382,0.375,0.499,0.121,1,0
2,9,Year_Birth,1954.5,"{'Class 0': 1, 'Class 1': 8}","{'Class 0': 11, 'Class 1': 0}",0.198,0.0,0.48,0.391,1,0
2,9,MntFruits,85.5,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 17}",0.0,0.0,0.105,0.105,0,1
2,9,Recency,89.0,"{'Class 0': 7, 'Class 1': 64}","{'Class 0': 6, 'Class 1': 0}",0.178,0.0,0.281,0.117,1,0
2,9,Income,38994.0,"{'Class 0': 3, 'Class 1': 3}","{'Class 0': 11, 'Class 1': 0}",0.5,0.0,0.291,0.114,0,0
2,9,Recency,55.0,"{'Class 0': 0, 'Class 1': 2}","{'Class 0': 3, 'Class 1': 0}",0.0,0.0,0.48,0.48,1,0
2,9,Income,68117.5,"{'Class 0': 7, 'Class 1': 39}","{'Class 0': 7, 'Class 1': 0}",0.258,0.0,0.389,0.165,1,0
2,9,Recency,94.0,"{'Class 0': 0, 'Class 1': 49}","{'Class 0': 1, 'Class 1': 0}",0.0,0.0,0.039,0.039,1,0
2,9,MntGoldProds,14.5,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 2, 'Class 1': 37}",0.0,0.097,0.139,0.044,0,1
2,9,Income,77649.5,"{'Class 0': 1, 'Class 1': 0}","{'Class 0': 0, 'Class 1': 15}",0.0,0.0,0.117,0.117,0,1
2,9,Recency,86.5,"{'Class 0': 1, 'Class 1': 78}","{'Class 0': 1, 'Class 1': 0}",0.025,0.0,0.049,0.024,1,0
2,9,MntFruits,35.0,"{'Class 0': 13, 'Class 1': 7}","{'Class 0': 10, 'Class 1': 74}",0.455,0.21,0.344,0.087,0,1
2,9,MntGoldProds,85.5,"{'Class 0': 0, 'Class 1': 13}","{'Class 0': 1, 'Class 1': 6}",0.0,0.245,0.095,0.009,1,1
2,9,Recency,58.5,"{'Class 0': 0, 'Class 1': 2}","{'Class 0': 1, 'Class 1': 0}",0.0,0.0,0.444,0.444,1,0
3,0,Income,75343.5,"{'Class 0': 1337, 'Class 1': 992}","{'Class 0': 150, 'Class 1': 564}",0.489,0.332,0.5,0.048,Recency,Recency
3,1,Recency,12.5,"{'Class 0': 132, 'Class 1': 321}","{'Class 0': 1205, 'Class 1': 671}",0.413,0.459,0.489,0.039,NumCatalogPurchases,NumWebVisitsMonth
3,1,Recency,40.5,"{'Class 0': 53, 'Class 1': 345}","{'Class 0': 97, 'Class 1': 219}",0.231,0.425,0.332,0.015,MntGoldProds,Income
3,2,NumCatalogPurchases,0.5,"{'Class 0': 57, 'Class 1': 24}","{'Class 0': 75, 'Class 1': 297}",0.417,0.322,0.413,0.074,MntFruits,NumStorePurchases
3,2,NumWebVisitsMonth,8.5,"{'Class 0': 1158, 'Class 1': 551}","{'Class 0': 47, 'Class 1': 120}",0.437,0.404,0.459,0.025,NumCatalogPurchases,Recency
3,2,MntGoldProds,43.5,"{'Class 0': 33, 'Class 1': 87}","{'Class 0': 20, 'Class 1': 258}",0.399,0.134,0.231,0.017,MntSweetProducts,MntFruits
3,2,Income,81862.0,"{'Class 0': 59, 'Class 1': 45}","{'Class 0': 38, 'Class 1': 174}",0.491,0.294,0.425,0.066,NumWebVisitsMonth,Recency
3,3,MntFruits,1.5,"{'Class 0': 30, 'Class 1': 0}","{'Class 0': 27, 'Class 1': 24}",0.0,0.498,0.417,0.103,0,Year_Birth
3,3,NumStorePurchases,9.5,"{'Class 0': 53, 'Class 1': 294}","{'Class 0': 22, 'Class 1': 3}",0.259,0.211,0.322,0.066,NumStorePurchases,NumWebVisitsMonth
3,3,NumCatalogPurchases,4.5,"{'Class 0': 981, 'Class 1': 352}","{'Class 0': 177, 'Class 1': 199}",0.389,0.498,0.437,0.024,NumStorePurchases,NumWebVisitsMonth
3,3,Recency,44.0,"{'Class 0': 11, 'Class 1': 105}","{'Class 0': 36, 'Class 1': 15}",0.172,0.415,0.404,0.158,NumCatalogPurchases,MntSweetProducts
3,3,MntSweetProducts,41.5,"{'Class 0': 10, 'Class 1': 64}","{'Class 0': 23, 'Class 1': 23}",0.234,0.5,0.399,0.063,MntFruits,NumWebVisitsMonth
3,3,MntFruits,8.0,"{'Class 0': 3, 'Class 1': 4}","{'Class 0': 17, 'Class 1': 254}",0.49,0.118,0.134,0.007,Recency,MntFruits
3,3,NumWebVisitsMonth,3.5,"{'Class 0': 52, 'Class 1': 15}","{'Class 0': 7, 'Class 1': 30}",0.348,0.307,0.491,0.158,MntGoldProds,MntSweetProducts
3,3,Recency,43.0,"{'Class 0': 5, 'Class 1': 0}","{'Class 0': 33, 'Class 1': 174}",0.0,0.268,0.294,0.032,0,Year_Birth
3,4,Year_Birth,1972.5,"{'Class 0': 3, 'Class 1': 20}","{'Class 0': 24, 'Class 1': 4}",0.227,0.245,0.498,0.261,NumStorePurchases,Income
3,4,NumStorePurchases,3.5,"{'Class 0': 1, 'Class 1': 83}","{'Class 0': 52, 'Class 1': 211}",0.024,0.317,0.259,0.013,MntGoldProds,Income
3,4,NumWebVisitsMonth,7.5,"{'Class 0': 19, 'Class 1': 0}","{'Class 0': 3, 'Class 1': 3}",0.0,0.5,0.211,0.091,0,Recency
3,4,NumStorePurchases,2.5,"{'Class 0': 98, 'Class 1': 114}","{'Class 0': 883, 'Class 1': 238}",0.497,0.334,0.389,0.029,Recency,MntGoldProds
3,4,NumWebVisitsMonth,5.5,"{'Class 0': 137, 'Class 1': 82}","{'Class 0': 40, 'Class 1': 117}",0.468,0.38,0.498,0.067,Income,MntGoldProds
3,4,NumCatalogPurchases,4.5,"{'Class 0': 8, 'Class 1': 105}","{'Class 0': 3, 'Class 1': 0}",0.132,0.0,0.172,0.043,MntGoldProds,0
3,4,MntSweetProducts,4.5,"{'Class 0': 20, 'Class 1': 0}","{'Class 0': 16, 'Class 1': 15}",0.0,0.499,0.415,0.112,0,Year_Birth
