Recency,Income,MntGoldProds,NumCatalogPurchases,NumWebVisitsMonth,MntFruits,NumStorePurchases,MntSweetProducts,Year_Birth,Response
27,20180,18,1,7,42,4,20,1976,0
27,20180,18,1,7,42,4,20,1976,0
27,55686,26,3,4,0,5,47,1966,0
27,26887,6,0,6,7,3,4,1959,0
27,61996,24,4,5,12,8,0,1977,1
27,51537,92,2,8,20,11,0,1952,0
27,72025,233,3,3,33,8,133,1962,0
27,30538,20,0,10,0,4,3,1971,0
27,61618,205,6,3,91,8,45,1991,0
28,77343,31,4,1,151,9,54,1965,0
28,75433,57,5,6,0,10,34,1989,0
28,82571,79,5,2,31,13,95,1962,0
28,60033,48,1,2,1,5,11,1954,0
28,39062,12,0,4,0,3,0,1983,0
28,30023,21,0,8,0,3,6,1972,0
28,30015,5,0,5,0,4,3,1970,0
28,33228,5,0,7,2,3,4,1980,0
28,22574,2,0,7,0,3,0,1967,0
28,22574,2,0,7,0,3,0,1967,0
28,55267,45,4,3,28,6,3,1957,0
28,66886,146,1,5,4,7,31,1958,0
28,72258,134,9,2,0,5,120,1971,0
28,82733,38,4,4,50,7,38,1984,1
28,45146,15,1,4,0,2,0,1963,0
28,51250,40,5,9,32,4,32,1990,0
28,32871,5,0,4,2,3,2,1951,0
28,63855,89,3,4,35,13,116,1978,0
28,42564,198,8,7,48,4,18,1968,1
28,46344,91,1,7,20,5,20,1972,0
28,50437,4,1,7,9,8,9,1963,0
28,70971,17,11,7,17,5,125,1960,1
28,37774,176,2,9,8,3,2,1977,1
29,4023,1,0,19,0,0,1,1963,0
29,33279,0,0,3,3,3,0,1966,0
29,42693,16,0,5,4,3,3,1978,0
29,70545,21,1,2,39,7,18,1952,0
29,65486,14,2,2,19,10,67,1957,0
29,77882,15,3,1,129,5,22,1981,0
29,78468,34,7,4,22,10,22,1960,0
29,77226,21,8,3,43,12,76,1963,0
29,90638,96,4,1,120,10,144,1991,0
29,90638,96,4,1,120,10,144,1991,1
29,70666,30,4,4,40,4,122,1948,0
29,59052,31,1,5,35,7,57,1959,0
29,13084,10,0,6,0,3,7,1952,0
29,49160,15,1,6,21,6,10,1949,0
29,23272,12,0,4,3,3,2,1953,0
29,49476,196,11,2,23,5,41,1963,0
29,62694,91,3,7,6,7,91,1965,0
29,57906,15,2,4,11,8,3,1973,0
29,71853,32,8,1,108,6,97,1982,0
29,71853,32,8,1,108,6,97,1982,0
29,65031,86,3,7,107,13,37,1959,0
29,30507,110,1,7,36,4,20,1960,0
29,67419,42,4,5,84,8,56,1970,0
29,59462,196,2,7,17,12,8,1950,0
29,95529,24,3,3,29,7,27,1994,1
29,53653,108,4,6,10,12,10,1953,0
29,25965,11,0,8,2,3,7,1980,0
29,22979,22,2,8,17,2,21,1970,1
29,64950,63,2,7,0,10,0,1951,0
30,44322,3,0,8,0,3,0,1985,0
30,30096,9,0,6,3,3,5,1983,0
30,30096,9,0,6,3,3,5,1983,0
30,56628,171,6,5,5,5,17,1977,0
30,82326,183,10,2,142,6,81,1977,1
30,71163,44,8,1,17,12,106,1995,0
30,71022,242,2,8,12,11,12,1978,0
30,42607,47,2,3,29,7,32,1954,0
30,43057,5,2,5,2,5,2,1975,0
30,47808,72,2,7,1,3,0,1975,0
30,29236,9,0,9,4,3,9,1987,0
30,40590,37,4,6,0,3,11,1969,0
30,40590,37,4,6,0,3,11,1969,0
30,77520,58,7,4,44,7,88,1959,1
30,40211,25,1,8,1,2,1,1981,0
30,63516,5,1,5,11,7,14,1973,0
30,53034,50,1,8,15,7,11,1974,0
30,22669,48,1,9,14,2,22,1975,1
30,79908,111,6,2,129,7,185,1982,0
30,69867,54,5,1,0,8,130,1986,1
30,70287,40,5,3,35,10,120,1966,1
30,37070,39,1,7,7,8,15,1966,1
30,37070,39,1,7,7,8,15,1966,1
30,38179,20,1,7,4,3,2,1966,0
30,39922,36,0,8,12,4,1,1983,0
30,39922,36,0,8,12,4,1,1983,0
30,39922,36,0,8,12,4,1,1983,0
30,64191,15,3,3,15,13,38,1963,0
30,41658,29,1,4,4,2,4,1975,0
30,40780,34,1,9,27,5,3,1976,0
30,77568,158,2,5,0,8,178,1979,0
30,66503,50,3,3,64,6,3,1985,0
31,83512,101,7,1,61,10,20,1986,1
31,31686,1,0,6,0,3,0,1964,0
31,71322,42,1,2,24,7,15,1976,0
31,27938,5,0,3,0,4,1,1988,0
31,22263,2,0,6,0,3,0,1951,0
31,34633,1,0,6,1,2,0,1956,0
31,42162,27,1,6,7,3,4,1981,1
31,162397,2,0,1,1,1,1,1976,0
31,54162,10,0,4,6,3,5,1978,0
31,41769,27,1,8,29,7,0,1955,0
31,44953,124,3,6,17,13,8,1981,0
31,37717,5,0,9,0,2,1,1978,0
31,37717,5,0,9,0,2,1,1978,0
31,40548,3,1,5,0,4,0,1970,0
31,67893,47,2,8,28,9,18,1975,0
31,69267,146,4,7,44,5,73,1953,1
31,9548,9,0,8,1,3,6,1976,0
31,68281,41,9,5,112,13,48,1958,1
32,92556,28,5,0,183,13,23,1960,0
32,48526,9,1,3,17,4,20,1979,0
32,90273,111,6,2,129,7,74,1991,1
32,19414,7,0,8,3,3,5,1981,0
32,79761,11,2,3,5,11,35,1958,0
32,53312,25,1,7,0,5,0,1951,0
32,41039,45,1,8,11,5,61,1982,0
32,88347,118,7,1,178,9,138,1961,0
32,50150,11,2,5,46,7,61,1983,0
32,50150,11,2,5,46,7,61,1983,0
32,10245,13,2,5,7,2,4,1971,0
32,33454,23,0,8,10,4,1,1985,0
32,40887,43,1,9,4,3,10,1952,1
32,55914,232,6,7,60,8,101,1975,0
32,37292,66,3,8,0,5,23,1983,0
32,52914,227,3,7,10,3,10,1971,0
32,24884,3,0,7,6,3,0,1972,0
32,67384,107,8,5,40,5,53,1970,0
32,51651,92,2,8,6,5,6,1960,0
32,82497,203,7,4,129,9,21,1980,0
32,32632,53,4,5,151,8,19,1963,0
33,33562,3,0,4,12,4,3,1963,0
33,79146,16,1,6,16,8,43,1967,0
33,79146,16,1,6,16,8,43,1967,0
33,36143,6,1,3,0,2,0,1981,0
33,27159,1,0,6,0,3,0,1973,0
33,41275,9,1,5,4,3,2,1960,0
33,76800,81,4,1,26,7,71,1965,0
33,75794,48,5,3,160,12,32,1987,0
33,30833,6,0,5,0,3,1,1951,0
33,26518,2,0,8,1,3,3,1949,1
33,91065,114,9,3,114,9,137,1981,1
33,45183,12,1,7,3,7,9,1962,0
33,48070,19,2,7,14,6,9,1950,0
33,30372,7,0,7,0,3,3,1971,0
33,30372,7,0,7,0,3,3,1971,0
33,57036,47,3,9,43,13,14,1975,0
33,66731,141,3,3,159,6,106,1970,0
34,35682,18,1,2,0,3,2,1970,0
34,10979,4,0,5,4,3,2,1989,0
34,10979,4,0,5,4,3,2,1989,0
34,57912,35,3,5,0,12,0,1965,0
34,36026,17,0,6,4,3,4,1972,0
34,35788,4,0,6,2,3,1,1971,0
34,42243,5,0,7,0,3,0,1959,0
34,46086,50,1,4,8,8,2,1956,0
34,61346,142,7,3,58,10,16,1978,0
34,33316,12,1,6,1,4,4,1971,0
34,33316,12,1,6,1,4,4,1971,0
34,21063,15,0,6,10,3,3,1987,0
34,33697,11,0,7,3,2,3,1970,0
34,25804,12,0,8,7,3,6,1978,0
34,72117,50,7,5,20,9,60,1977,0
34,61286,117,1,5,0,8,9,1966,0
34,61286,117,1,5,0,8,9,1966,0
34,65196,200,6,5,19,11,0,1958,0
34,55635,27,3,6,65,7,49,1971,0
34,42021,27,1,9,5,6,5,1981,0
34,75251,18,6,5,111,5,18,1972,1
34,35322,13,0,8,9,4,7,1968,0
34,53374,34,2,9,10,9,10,1969,1
35,87195,38,11,1,76,5,26,1959,1
35,42395,25,1,7,13,4,15,1981,0
35,82427,107,5,1,147,12,107,1966,0
35,44602,34,1,8,2,4,0,1969,0
35,94642,143,7,1,143,9,143,1951,0
35,28359,2,0,7,0,2,1,1983,0
35,55801,95,2,7,4,6,4,1975,0
35,92955,84,7,2,21,9,24,1973,1
35,56534,46,4,8,7,7,0,1968,1
35,69627,53,2,5,161,11,30,1962,0
35,78579,99,6,3,66,4,66,1970,1
35,44964,2,0,8,1,3,0,1980,0
35,30899,1,0,6,0,3,0,1974,0
35,78825,18,10,3,74,13,37,1964,1
35,25545,85,2,6,1,3,12,1987,1
35,47111,41,2,9,71,10,112,1971,0
35,49667,39,10,8,26,5,13,1955,1
36,66000,45,3,1,51,5,0,1947,0
36,46910,6,0,6,0,3,0,1964,0
36,25224,8,1,3,9,3,2,1972,0
36,77382,134,7,1,48,12,105,1968,0
36,28420,0,0,6,2,2,0,1967,0
36,32952,1,0,7,0,3,1,1977,0
36,46149,27,1,5,6,7,0,1975,0
36,73059,71,3,4,112,13,82,1947,0
36,73059,71,3,4,112,13,82,1947,0
36,35701,5,0,6,1,3,3,1959,0
36,89616,15,5,2,47,12,111,1983,1
36,105471,207,8,3,181,13,21,1970,1
36,78427,138,7,3,19,10,26,1948,1
36,22518,27,1,5,7,2,2,1986,1
36,59809,49,3,8,16,6,41,1976,0
36,39660,36,1,9,13,3,13,1982,1
36,52203,28,7,6,21,11,108,1950,0
37,35860,20,1,5,0,2,2,1973,1
37,35860,20,1,5,0,2,2,1973,0
37,35860,20,1,5,0,2,2,1973,0
37,35860,20,1,5,0,2,2,1973,1
37,76842,32,8,0,10,7,54,1950,0
37,15033,4,0,3,4,3,0,1951,0
37,67353,35,6,2,17,12,8,1970,0
37,17003,7,0,5,5,4,8,1975,0
37,65735,11,2,7,7,6,15,1965,0
37,45684,7,0,7,1,2,0,1971,0
37,21918,3,0,6,6,3,5,1969,0
37,51267,12,3,4,2,5,2,1978,0
37,59868,154,2,6,51,12,10,1972,0
37,51373,117,5,4,2,3,26,1991,0
37,46692,88,1,6,6,5,12,1958,0
37,157733,8,0,1,1,1,0,1971,0
37,54432,0,0,4,0,3,0,1950,0
37,79607,216,6,1,133,6,0,1984,1
37,51813,2,0,7,2,3,1,1972,0
37,17487,6,0,7,0,2,4,1989,0
37,40706,5,0,7,0,4,2,1968,0
37,62859,25,4,6,89,6,12,1959,0
37,61074,152,5,7,0,8,28,1958,0
37,43638,19,1,7,10,4,19,1969,0
38,58116,51,3,2,19,8,11,1956,0
38,62187,41,2,4,0,10,0,1969,0
38,46344,6,1,5,1,2,1,1954,0
38,77353,59,4,4,59,8,101,1980,0
38,69759,0,6,3,20,5,30,1966,1
38,21846,26,0,8,17,3,10,1986,0
38,76532,30,5,5,30,7,138,1975,0
38,70053,89,5,5,53,10,179,1965,0
38,75342,26,2,4,97,10,118,1958,0
38,27590,1,0,7,0,2,0,1982,0
38,51148,12,1,6,6,6,9,1973,0
38,33378,10,0,7,6,4,7,1963,0
38,32644,23,1,8,3,6,7,1973,0
38,33581,1,0,8,0,2,0,1969,0
38,12393,13,0,9,6,3,7,1978,0
38,42710,102,5,6,3,3,3,1984,0
38,82347,63,7,3,54,10,133,1957,0
38,82347,63,7,3,54,10,133,1957,1
38,22554,4,0,5,0,4,0,1955,0
38,17323,5,0,8,14,3,1,1987,0
38,62204,139,5,3,46,12,46,1960,0
38,78028,38,4,7,19,9,0,1956,1
38,63887,92,6,6,23,12,11,1962,0
38,32727,70,3,8,13,5,13,1965,0
38,29103,6,0,9,0,3,3,1985,0
39,61482,43,2,2,58,6,66,1965,0
39,20587,9,1,7,3,2,1,1970,0
39,20587,9,1,7,3,2,1,1970,0
39,52190,18,1,5,0,3,0,1976,0
39,48186,34,1,7,3,4,7,1974,0
39,19329,5,0,8,1,3,2,1968,0
39,34109,4,0,4,1,3,1,1971,0
39,23477,29,0,8,15,4,8,1986,0
39,47472,8,0,5,0,4,0,1966,0
39,14849,9,0,8,2,4,2,1976,0
39,26224,15,1,6,7,3,9,1978,0
39,27238,3,0,9,0,3,0,1962,0
39,7500,14,2,5,5,6,20,1970,0
39,57967,91,2,5,7,8,0,1962,0
39,51569,34,1,8,0,7,0,1949,1
39,72550,38,2,8,50,12,38,1954,0
39,44511,14,4,8,7,8,14,1970,0
39,62972,192,4,6,15,3,0,1955,1
39,62972,192,4,6,15,3,0,1955,0
40,77845,26,5,1,40,12,40,1989,0
40,36663,5,1,2,0,3,3,1975,0
40,53204,6,0,4,0,3,0,1976,0
40,21059,8,0,6,3,3,3,1982,0
40,67087,43,5,4,35,8,35,1953,0
40,73892,43,11,1,102,8,58,1953,1
40,75114,24,10,2,12,5,60,1992,0
40,42192,7,1,4,15,3,6,1948,0
40,31454,9,0,8,0,3,0,1960,0
40,22775,1,0,8,1,2,0,1978,0
40,22775,1,0,8,1,2,0,1978,0
40,31590,3,0,8,2,3,6,1972,0
40,80134,80,3,6,16,6,0,1972,1
40,80134,80,3,6,16,6,0,1972,1
40,14188,27,0,6,7,4,12,1972,0
40,18169,7,0,8,0,2,0,1985,0
40,62503,117,3,5,0,11,75,1956,0
40,46734,29,1,7,5,5,23,1954,0
40,68126,86,4,9,17,5,51,1991,1
40,52869,21,1,7,3,4,1,1954,1
40,26576,9,0,9,0,2,0,1986,1
40,75825,51,8,4,105,9,105,1976,1
40,57045,17,2,3,13,9,13,1950,0
40,34984,3,0,7,4,3,5,1975,0
40,27803,49,0,8,26,4,9,1973,0
41,69283,8,3,5,62,13,26,1975,0
41,18746,20,0,6,10,3,9,1992,0
41,70924,76,6,3,114,7,152,1965,0
41,70924,76,6,3,114,7,152,1965,0
41,69401,39,4,2,27,5,8,1973,0
41,75012,151,8,1,142,11,58,1976,0
41,85738,13,6,1,26,11,26,1978,0
41,60934,54,4,4,155,11,93,1975,0
41,27161,11,0,7,4,3,0,1986,0
41,64325,73,3,7,60,5,12,1961,0
41,18978,15,0,8,8,3,7,1973,0
41,41124,119,3,8,7,4,0,1977,0
41,39684,17,1,7,0,2,4,1984,1
41,53378,132,4,8,6,6,6,1963,1
41,37040,48,2,8,2,5,38,1982,0
42,78710,50,6,4,0,12,50,1977,0
42,92910,33,7,1,137,13,103,1986,0
42,36283,5,0,4,5,3,0,1976,0
42,79632,12,4,2,0,9,21,1974,0
42,28587,13,0,6,4,4,10,1978,0
42,88325,53,2,2,71,9,27,1981,0
42,51412,14,2,4,3,4,5,1958,0
42,63998,112,6,4,29,11,33,1952,1
42,38593,24,1,8,12,3,24,1978,0
42,27889,8,1,6,0,2,0,1977,0
42,45889,8,0,6,0,3,1,1980,0
42,56575,10,3,5,5,7,16,1967,0
42,16014,7,1,3,9,4,8,1979,0
42,61331,41,1,8,5,6,5,1958,0
42,70893,14,6,3,44,10,44,1976,0
42,2447,1,28,1,1,0,1,1979,0
42,64849,108,3,5,48,6,84,1957,1
42,42387,191,1,8,0,7,4,1989,0
42,80617,32,6,2,51,8,55,1995,0
42,54006,97,1,7,77,7,24,1985,0
43,16531,11,0,7,13,3,5,1978,0
43,30843,9,1,5,0,2,0,1966,0
43,18988,1,0,7,0,3,1,1984,0
43,81051,14,5,2,29,12,29,1965,0
43,39747,52,1,8,15,4,13,1988,0
43,34554,5,0,6,1,3,0,1959,0
43,52854,0,1,5,0,4,1,1959,0
43,81205,130,6,2,74,7,55,1970,1
43,69084,30,3,8,107,13,30,1970,0
43,69084,30,3,8,107,13,30,1970,0
43,65352,23,2,4,3,8,7,1974,0
43,22063,11,0,7,10,3,11,1972,0
43,47691,4,0,6,0,2,0,1979,0
43,29187,2,0,8,0,3,0,1968,0
43,72504,94,9,2,26,6,161,1972,0
43,33986,5,0,7,2,3,1,1970,0
43,42386,11,0,8,4,3,4,1986,0
43,42386,11,0,8,4,3,4,1986,0
43,36957,31,2,9,2,2,1,1953,1
43,13724,27,0,9,7,2,15,1988,0
44,42664,0,0,6,0,3,0,1967,0
44,37334,15,0,4,1,4,2,1958,0
44,78497,223,7,2,26,12,0,1951,0
44,78497,223,7,2,26,12,0,1951,0
44,58821,28,2,6,14,9,0,1956,0
44,58398,49,4,4,5,8,21,1953,0
44,80950,63,7,2,147,9,147,1961,0
44,30732,3,1,8,1,4,1,1980,0
44,89572,64,7,4,24,9,194,1966,1
44,57107,137,4,8,0,8,0,1968,1
44,76467,58,5,6,161,5,44,1970,1
45,7500,1,0,7,0,2,0,1957,0
45,51315,41,2,2,28,5,30,1948,0
45,43602,19,1,6,5,2,3,1966,0
45,38643,10,0,7,2,3,1,1978,0
45,49090,100,2,7,5,9,0,1951,0
45,70617,27,3,2,61,7,46,1970,0
45,67536,35,5,8,0,11,71,1970,0
45,27573,15,1,8,15,4,15,1975,0
45,13533,17,0,7,3,3,0,1979,0
45,50725,48,1,8,10,8,10,1953,0
45,25851,5,0,7,4,3,5,1978,0
45,57113,42,1,7,4,5,2,1978,0
45,62847,61,6,2,168,4,76,1945,0
45,68627,38,3,1,15,6,54,1982,0
45,25271,7,1,9,1,2,4,1983,0
45,63810,101,3,8,12,12,12,1966,0
45,63810,101,3,8,12,12,12,1966,0
46,65488,54,4,1,45,6,18,1958,0
46,36927,4,0,8,0,3,0,1955,0
46,22108,6,0,7,3,3,2,1977,0
46,72025,0,8,2,0,13,50,1949,1
46,33183,37,0,7,5,3,15,1975,0
46,23661,1,0,7,0,3,0,1982,0
46,25315,22,0,8,9,3,3,1977,0
46,45938,29,4,6,11,6,83,1961,0
46,66951,124,4,1,162,7,76,1988,0
46,77298,79,6,3,115,11,35,1979,0
46,77298,79,6,3,115,11,35,1979,0
46,43018,64,2,5,4,2,6,1974,0
46,75759,182,7,5,22,9,91,1969,1
46,33996,6,1,4,2,3,0,1989,0
46,33996,6,1,4,2,3,0,1989,0
46,54137,20,1,6,0,4,1,1970,0
46,61223,247,3,5,43,4,118,1967,0
46,69674,24,2,5,41,10,0,1968,0
46,49494,82,1,7,9,5,6,1972,0
46,51195,58,2,8,14,5,24,1962,0
46,37284,6,0,6,1,3,1,1975,0
46,37284,6,0,6,1,3,1,1975,0
46,42011,39,1,8,0,4,1,1978,0
46,70044,14,10,5,0,5,14,1954,0
46,46053,25,2,5,10,4,7,1972,0
46,24480,17,0,7,19,4,25,1981,0
46,54233,142,6,8,8,5,0,1977,0
46,36130,37,8,4,43,4,56,1954,1
46,56559,31,3,4,22,8,31,1975,0
46,92859,20,4,2,61,12,61,1992,0
46,44010,48,2,9,36,6,72,1980,0
47,80124,241,7,1,84,8,84,1963,0
47,80124,241,7,1,84,8,84,1963,0
47,50183,15,1,5,12,6,10,1980,0
47,64722,15,2,6,0,11,147,1971,0
47,37395,11,0,6,0,3,1,1976,0
47,29543,18,1,7,3,2,4,1968,0
47,19514,28,1,8,3,2,1,1968,1
47,19514,28,1,8,3,2,1,1968,0
47,59481,58,3,2,3,8,66,1975,0
47,91712,48,7,3,24,11,29,1947,1
47,80144,108,7,1,132,8,192,1975,0
47,59973,0,4,1,30,7,34,1972,0
47,68352,33,5,6,16,9,33,1974,0
47,81169,27,7,2,20,9,61,1975,0
47,61456,89,10,4,76,13,192,1975,0
47,22634,46,1,8,23,2,6,1966,0
47,22634,46,1,8,23,2,6,1966,0
47,23957,16,0,6,1,3,11,1975,1
47,33471,12,0,7,2,4,9,1973,0
48,52157,40,2,4,2,5,2,1950,0
48,30298,0,1,3,3,3,1,1985,0
48,56551,16,1,4,4,4,2,1950,0
48,56551,16,1,4,4,4,2,1950,0
48,65487,163,5,2,67,6,0,1957,0
48,65487,163,5,2,67,6,0,1957,0
48,44213,7,1,6,11,5,4,1952,0
48,40344,2,1,7,0,5,0,1974,0
48,57867,17,2,6,35,9,23,1978,0
48,25410,4,0,4,2,4,13,1973,0
48,13260,7,0,8,4,3,2,1970,0
48,42691,58,1,5,2,6,17,1991,0
48,36138,5,1,7,0,4,0,1970,0
48,57136,92,2,6,5,10,109,1972,0
48,58275,64,2,7,10,7,43,1955,0
48,54237,57,2,6,3,5,0,1957,0
48,34596,7,0,8,0,2,0,1974,1
48,34596,7,0,8,0,2,0,1974,0
48,74881,54,2,5,72,12,27,1961,0
48,74881,54,2,5,72,12,27,1961,0
48,44267,49,2,9,5,4,5,1970,0
48,68487,89,7,4,12,13,89,1988,0
48,68487,89,7,4,12,13,89,1988,0
48,80982,22,5,5,137,11,22,1959,0
48,69508,43,4,6,32,11,32,1980,0
48,63342,21,3,6,21,5,10,1961,0
48,63342,21,3,6,21,5,10,1961,1
48,82014,31,6,6,37,12,163,1961,1
49,76320,35,3,2,35,4,53,1959,0
49,64587,20,1,3,0,4,6,1954,0
49,74190,64,2,2,81,11,91,1975,0
49,32765,3,0,5,3,4,3,1979,0
49,7500,4,0,7,1,2,0,1964,0
49,22212,21,0,6,9,4,8,1975,0
49,18358,4,0,7,8,4,4,1989,0
49,26067,12,0,8,2,3,2,1974,0
49,22390,5,0,7,1,2,1,1969,0
49,70440,88,10,3,117,7,102,1978,0
49,60199,0,0,4,1,3,0,1978,0
49,38547,4,0,8,1,2,1,1981,0
49,19107,16,0,7,4,3,5,1980,0
49,37929,10,2,7,2,5,2,1985,1
49,16813,13,0,7,8,3,2,1950,0
49,62187,126,8,3,0,5,45,1957,0
49,57811,78,2,5,7,11,21,1966,0
49,50943,6,0,5,0,3,0,1956,0
49,50943,6,0,5,0,3,0,1956,0
49,53201,27,3,7,7,5,0,1975,0
49,54414,18,1,4,18,5,26,1963,0
49,26290,22,0,6,8,4,5,1972,0
49,61250,59,2,5,138,12,26,1959,0
49,28389,8,0,7,5,2,4,1947,0
49,55250,66,5,5,58,10,0,1965,0
49,37758,1,0,8,2,3,0,1966,0
49,37758,1,0,8,2,3,0,1966,0
49,37633,1,0,9,4,3,0,1957,0
49,33629,4,1,9,0,4,0,1963,0
49,36947,29,0,9,3,4,1,1967,0
50,69142,39,1,5,4,7,4,1952,0
50,53154,7,1,4,0,4,1,1959,0
50,65695,6,4,4,32,10,58,1960,0
50,69805,20,8,2,71,11,10,1952,0
50,36975,2,0,7,6,3,4,1978,0
50,26228,9,0,8,6,2,1,1973,0
50,37787,18,0,8,1,3,3,1972,0
50,37087,3,2,6,55,8,0,1974,0
50,57247,6,1,2,4,7,54,1952,0
50,36930,39,2,8,2,4,2,1954,0
50,48721,21,2,6,18,5,13,1963,0
50,43641,23,1,6,2,4,2,1969,0
50,75903,100,6,3,108,9,38,1951,0
50,71391,141,5,3,123,12,123,1956,0
50,16927,4,0,8,2,4,1,1976,0
50,27215,28,1,6,5,4,9,1961,0
50,53858,26,3,4,53,6,150,1976,0
50,30983,49,0,8,4,3,1,1963,1
50,43462,15,1,8,17,5,6,1952,0
50,63943,21,4,5,184,6,97,1956,0
50,26816,3,0,4,1,3,4,1986,0
50,75484,34,3,4,97,6,194,1976,0
51,33564,7,1,5,0,3,0,1966,0
51,54348,4,0,6,0,4,0,1953,0
51,54984,6,1,7,13,6,3,1959,0
51,34738,2,0,6,2,3,0,1984,0
51,68118,154,9,6,23,4,23,1963,0
51,68118,154,9,6,23,4,23,1963,0
51,22682,36,1,4,14,4,2,1973,0
51,51948,41,2,5,33,4,30,1975,0
51,25293,9,1,8,0,2,2,1969,0
51,25293,9,1,8,0,2,2,1969,0
51,41551,23,1,8,0,5,0,1964,0
51,56067,120,4,5,12,7,6,1962,0
51,67433,30,5,4,28,13,48,1952,0
51,22010,8,0,8,2,3,0,1983,0
51,64831,144,3,6,86,5,86,1952,0
51,62820,53,4,1,61,6,61,1954,0
51,62820,53,4,1,61,6,61,1954,0
51,78353,34,2,8,122,11,153,1959,0
51,57183,70,1,8,5,7,0,1966,0
51,23478,39,0,8,6,3,17,1965,0
51,30168,27,1,9,20,4,12,1978,0
51,37155,3,0,5,0,4,15,1989,0
51,16581,11,0,4,3,3,3,1985,0
51,41850,4,0,8,5,3,13,1980,0
51,81380,103,2,2,68,10,68,1967,0
51,56386,75,1,9,48,7,32,1981,0
51,25818,9,1,7,2,2,2,1971,0
51,15345,19,1,8,2,2,2,1984,1
52,57954,9,2,7,4,6,0,1977,0
52,50300,5,1,2,15,8,23,1952,0
52,38725,5,0,4,0,4,1,1955,0
52,10404,12,0,5,2,4,6,1989,0
52,26868,2,0,7,0,2,3,1991,0
52,72298,35,3,1,35,6,17,1949,0
52,72905,203,7,1,114,9,165,1958,0
52,47025,26,3,6,7,5,0,1976,0
52,29938,11,0,6,3,3,2,1985,0
52,46681,38,6,5,15,4,19,1948,0
52,46681,38,6,5,15,4,19,1948,0
52,29548,11,1,4,1,2,1,1970,0
52,62058,58,1,6,7,7,0,1956,0
52,7500,96,10,3,42,4,66,1969,0
52,36736,4,0,6,0,2,0,1963,0
52,8820,4,0,8,0,3,2,1952,0
52,14918,15,0,6,3,3,4,1963,0
52,56715,9,3,4,105,4,172,1974,0
52,24882,36,1,6,4,2,0,1978,0
52,24882,36,1,6,4,2,0,1978,0
52,40442,13,1,7,12,4,22,1952,1
52,64176,149,9,6,33,8,116,1965,0
53,23536,1,0,3,0,3,0,1983,0
53,35246,10,1,5,0,3,2,1958,0
53,28442,6,1,4,3,4,8,1978,0
53,48195,5,2,6,27,5,7,1956,0
53,74116,166,4,2,111,10,55,1982,0
53,78093,10,7,1,32,5,43,1947,0
53,59354,14,1,6,2,5,5,1952,0
53,36301,12,0,7,12,3,5,1976,0
53,77598,33,5,3,33,13,66,1943,0
53,62710,11,2,4,35,12,29,1972,0
53,36317,13,0,7,3,4,2,1965,0
53,42767,38,1,8,6,2,5,1971,0
53,43815,15,0,6,10,3,7,1982,0
53,44421,7,0,8,5,4,1,1971,0
53,48948,42,10,6,8,5,49,1943,1
53,48948,42,10,6,8,5,49,1943,1
53,63120,69,4,7,69,9,41,1950,1
53,55517,36,1,9,0,6,6,1950,1
53,36864,89,2,8,5,4,0,1957,1
53,7500,22,0,0,2,1,4,1978,0
54,82582,241,9,1,120,7,40,1977,1
54,79803,33,3,1,8,5,16,1958,0
54,52569,7,0,3,0,4,0,1967,0
54,82032,57,6,1,194,7,125,1948,0
54,82032,57,6,1,194,7,125,1948,0
54,65685,57,2,5,14,9,7,1972,0
54,65685,57,2,5,14,9,7,1972,0
54,40451,10,1,5,0,2,0,1957,0
54,31163,10,0,6,3,3,2,1973,0
54,31163,10,0,6,3,3,2,1973,0
54,35704,30,0,4,9,4,11,1952,0
54,7500,20,1,7,3,3,7,1973,0
54,36075,30,0,6,0,4,1,1983,0
54,70038,130,4,2,54,8,54,1982,0
54,70038,130,4,2,54,8,54,1982,0
54,71796,32,3,4,21,4,75,1971,0
54,47821,10,0,8,0,3,6,1967,0
54,45503,18,1,5,4,4,1,1975,0
54,28647,26,2,7,8,2,12,1978,1
54,37760,0,0,6,3,3,10,1972,0
54,85431,53,7,0,53,7,53,1952,0
54,72635,107,8,3,22,6,35,1955,0
54,72635,107,8,3,22,6,35,1955,0
54,77142,97,4,2,75,8,151,1948,0
54,53172,125,3,3,62,8,20,1978,0
54,36065,3,0,8,7,3,2,1968,0
54,73926,15,5,3,91,12,91,1973,0
54,35790,3,0,7,6,3,1,1977,0
54,39552,41,2,8,3,5,24,1962,1
54,68316,33,7,6,80,10,11,1964,0
54,102160,58,9,4,29,10,176,1977,1
54,51390,56,2,5,20,5,2,1965,0
55,72066,34,6,2,34,6,51,1981,1
55,21675,4,0,7,0,3,4,1976,0
55,48006,2,0,6,0,3,2,1965,0
55,65106,19,3,6,19,13,0,1975,0
55,58401,29,2,4,0,2,29,1960,0
55,29315,4,0,6,2,4,7,1960,0
55,49389,3,0,7,0,3,1,1951,0
55,51717,5,0,7,1,4,1,1965,0
55,46779,7,1,4,1,2,0,1960,0
55,28520,20,1,6,0,2,2,1960,0
55,34377,26,2,7,0,2,1,1963,0
55,54959,24,5,7,0,4,0,1961,1
55,82384,190,10,1,51,13,120,1955,1
55,46998,27,3,7,41,5,6,1956,0
55,58554,88,2,7,24,6,0,1968,0
55,58554,88,2,7,24,6,0,1968,0
55,57333,176,5,6,14,9,58,1954,1
55,80685,54,4,2,45,10,26,1994,0
55,52117,20,2,7,10,4,0,1965,0
